mitre_id,name,tactic,description,url
T1573,Encrypted Channel,Command And Control,"Adversaries may employ an encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Despite the use of a secure algorithm, these ...",https://attack.mitre.org/techniques/T1573
T1547.002,Authentication Package,Persistence|Privilege Escalation,Adversaries may abuse authentication packages to execute DLLs when the system boots. Windows authentication package DLLs are loaded by the Local Security Authority (LSA) process at system start. They provide support f...,https://attack.mitre.org/techniques/T1547/002
T1218.010,Regsvr32,Stealth,"Adversaries may abuse Regsvr32.exe to proxy execution of malicious code. Regsvr32.exe is a command-line program used to register and unregister object linking and embedding controls, including dynamic link libraries (...",https://attack.mitre.org/techniques/T1218/010
T1567.003,Exfiltration to Text Storage Sites,Exfiltration,"Adversaries may exfiltrate data to text storage sites instead of their primary command and control channel. Text storage sites, such as <code>pastebin[.]com</code>, are commonly used by developers to share code and ot...",https://attack.mitre.org/techniques/T1567/003
T1592.002,Software,Reconnaissance,Adversaries may gather information about the victim's host software that can be used during targeting. Information about installed software may include a variety of details such as types and versions on specific hosts...,https://attack.mitre.org/techniques/T1592/002
T1056,Input Capture,Collection|Credential Access,"Adversaries may use methods of capturing user input to obtain credentials or collect information. During normal system usage, users often provide credentials to various different locations, such as login pages/portals...",https://attack.mitre.org/techniques/T1056
T1566.004,Spearphishing Voice,Initial Access,Adversaries may use voice communications to ultimately gain access to victim systems. Spearphishing voice is a specific variant of spearphishing. It is different from other forms of spearphishing in that it employs th...,https://attack.mitre.org/techniques/T1566/004
T1587.004,Exploits,Resource Development,Adversaries may develop exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software...,https://attack.mitre.org/techniques/T1587/004
T1685,Disable or Modify Tools,Defense Impairment,"Adversaries may disable, degrade, or tamper with security tools or applications (e.g., endpoint detection and response (EDR) tools, intrusion detection systems (IDS), antivirus, logging agents, sensors, etc.) to impai...",https://attack.mitre.org/techniques/T1685
T1593.001,Social Media,Reconnaissance,"Adversaries may search social media for information about victims that can be used during targeting. Social media sites may contain various information about a victim organization, such as business announcements as we...",https://attack.mitre.org/techniques/T1593/001
T1213.004,Customer Relationship Management Software,Collection,"Adversaries may leverage Customer Relationship Management (CRM) software to mine valuable information. CRM software is used to assist organizations in tracking and managing customer interactions, as well as storing cu...",https://attack.mitre.org/techniques/T1213/004
T1546.015,Component Object Model Hijacking,Privilege Escalation|Persistence,Adversaries may establish persistence by executing malicious content triggered by hijacked references to Component Object Model (COM) objects. COM is a system within Windows to enable interaction between software comp...,https://attack.mitre.org/techniques/T1546/015
T1589.001,Credentials,Reconnaissance,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of th...,https://attack.mitre.org/techniques/T1589/001
T1195.002,Compromise Software Supply Chain,Initial Access,"Adversaries may manipulate application software prior to receipt by a final consumer for the purpose of data or system compromise. Supply chain compromise of software can take place in a number of ways, including mani...",https://attack.mitre.org/techniques/T1195/002
T1036.003,Rename Legitimate Utilities,Stealth,Adversaries may rename legitimate / system utilities to try to evade security mechanisms concerning the usage of those utilities. Security monitoring and control mechanisms may be in place for legitimate utilities adv...,https://attack.mitre.org/techniques/T1036/003
